L'a/chicken/vietnam/ncvd-279/2009_CLADE2.3.4.3',N264,D0.005868
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-a015/2008_CLADE2.3.4.3',D0.026406
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/vietnam/ut31312ii/2007_CLADE2.3.4.3',D0.017539
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/viet_nam/hn31242/2007_CLADE2.3.4.3',D0.018267
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/55/2007_CLADE2.3.4.3',D0.015348
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-98/2007_CLADE2.3.4.3',D0.016801
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-93/2007_CLADE2.3.4.3',D0.014621
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/41/2007_CLADE2.3.4.3',D0.013895
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-100/2007_CLADE2.3.4.3',D0.014623
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-61/07_CLADE2.3.4.3',D0.015349
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-76/07_CLADE2.3.4.3',D0.01535
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-60/07_CLADE2.3.4.3',D0.015351
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/vietnam/ut31412ii/2008_CLADE2.3.4.3',D0.019018
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-022/2008_CLADE2.3.4.3',D0.016815
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-94/2007_CLADE2.3.4.3',D0.014626
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-020/2008_CLADE2.3.4.3',D0.016814
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-108/2007_CLADE2.3.4.3',D0.015353
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-021/2008_CLADE2.3.4.3',D0.015353
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-138/2008_CLADE2.3.4.3',D0.019755
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/thai_ninh/07-86/2007_CLADE2.3.4.3',D0.014625
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/nam_dinh/07-55/2007_CLADE2.3.4.3',D0.016811
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-019/2008_CLADE2.3.4.3',D0.014624
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/chicken/thai_binh/07-89/2007_CLADE2.3.4.3',D0.014625
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/muscovy_duck/thai_binh/07-90/2007_CLADE2.3.4.3',D0.01535
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-116/2007_CLADE2.3.4.3',D0.014624
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-119/2007_CLADE2.3.4.3',D0.01535
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-003/2008_CLADE2.3.4.3',D0.018272
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-105/2007_CLADE2.3.4.3',D0.015352
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-033/2008_CLADE2.3.4.3',D0.020449
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-118/2007_CLADE2.3.4.3',D0.019715
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-025/2008_CLADE2.3.4.3',D0.018259
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/g12/2008_CLADE2.3.4.3',D0.022658
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-039/2008_CLADE2.3.4.3',D0.020442
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-027/2008_CLADE2.3.4.3',D0.019718
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-279/2009_CLADE2.3.4.3',D0.025585
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/50/2007_CLADE2.3.4.3',D0.015352
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/vietnam/ut31244ii/2007_CLADE2.3.4.3',D0.01535
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/vietnam/ut31244iii/2007_CLADE2.3.4.3',D0.014626
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/vietnam/hn31244/2007_CLADE2.3.4.3',D0.01535
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/nam_dinh/07-91/2007_CLADE2.3.4.3',D0.014624
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-101/2007_CLADE2.3.4.3',D0.014625
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/civet/vietnam/ncvd-004/2008_CLADE2.3.4.3',D0.017535
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/vietnam/ut31413ii/2008_CLADE2.3.4.3',D0.016811
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-002/2008_CLADE2.3.4.3',D0.018997
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-030/2008_CLADE2.3.4.3',D0.017539
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/muscovy_duck/viet_nam/tmu001/2008_CLADE2.3.4.3',D0.019725
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-140/2008_CLADE2.3.4.3',D0.017537
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-146/2008_CLADE2.3.4.3',D0.019001
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-154/2008_CLADE2.3.4.3',D0.017539
I'a/duck/hunan/5106/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-156/2008_CLADE2.3.4.3',D0.018265
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/hunan/5191/2005_CLADE2.3.4',D0.001087
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/hunan/5146/2005_CLADE2.3.4',D0.003263
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/hunan/5170/2005_CLADE2.3.4',D0.003256
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/yunnan/2535/2006_CLADE2.3.4',D0.005831
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/goose/yunnan/2485/2006_CLADE2.3.4',D0.005831
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/goose/yunnan/4985/2006_CLADE2.3.4',D0.009116
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/yunnan/4873/2006_CLADE2.3.4',D0.008389
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/goose/yunnan/3340/2006_CLADE2.3.4',D0.009461
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/yunnan/3332/2006_CLADE2.3.4',D0.009461
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/goose/yunnan/1155/2006_CLADE2.3.4',D0.006538
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/guangxi/4446/2005_CLADE2.3.4',D0.003276
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/vietnam/ut30850/2005_CLADE2.3.4',D0.004
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/yunnan/2273/2006_CLADE2.3.4',D0.007645
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/goose/guiyang/1461/2006_CLADE2.3.4',D0.005448
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/goose/guiyang/1147/2006_CLADE2.3.4',D0.004362
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-52/2007_CLADE2.3.4.3',D0.016552
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/phu_tho/07-48/2007_CLADE2.3.4.3',D0.01432
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/52/2007_CLADE2.3.4.3',D0.015046
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/japanese_white-eye/hong_kong/737/2007_CLADE2.3.4.3',D0.010608
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/house_crow/hong_kong/1203/2007_CLADE2.3.4.3',D0.010609
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/scaly-breasted_munia/hong_kong/2572/2007_CLADE2.3.4.3',D0.01206
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/avian/hong_kong/2372/2007_CLADE2.3.4.3',D0.011334
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/viet_nam/tmu006/2008_CLADE2.3.4.3',D0.023912
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-026/2008_CLADE2.3.4.3',D0.022353
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/vietnam/ut31394ii/2008_CLADE2.3.4.3',D0.022357
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/quail/vietnam/ncvd-037/2008_CLADE2.3.4.3',D0.024541
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/guangxi/1/2008_CLADE2.3.4.3',D0.023077
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-20/2007_CLADE2.3.4.3',D0.014246
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/vietnam/18129/2009_CLADE2.3.4.3',D0.024586
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-57/07_CLADE2.3.4.3',D0.015699
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-56/07_CLADE2.3.4.3',D0.015699
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/48/2007_CLADE2.3.4.3',D0.015699
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-62/07_CLADE2.3.4.3',D0.017882
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/43/2007_CLADE2.3.4.3',D0.015701
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-63/07_CLADE2.3.4.3',D0.01717
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/nghe_an/07-49/2007_CLADE2.3.4.3',D0.017882
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-50/07_CLADE2.3.4.3',D0.017157
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/57/2007_CLADE2.3.4.3',D0.014976
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/ha_tinh/07-53/2007_CLADE2.3.4.3',D0.015702
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-81/07_CLADE2.3.4.3',D0.015702
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-71/07_CLADE2.3.4.3',D0.015702
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/ha_nam/07-83/2007_CLADE2.3.4.3',D0.01788
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/ha_nam/07-84/2007_CLADE2.3.4.3',D0.01643
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-65/07_CLADE2.3.4.3',D0.014975
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/bac_gieng/07-66/2007_CLADE2.3.4.3',D0.01643
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/bac_giang/07-74/2007_CLADE2.3.4.3',D0.017155
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',D0.022274
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',D0.023
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',D0.020811
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',D0.021546
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',D0.022271
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-005/2008_CLADE2.3.4.3',D0.020077
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/avian/vietnam/ncvd-124/2008_CLADE2.3.4.3',D0.021556
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-024/2008_CLADE2.3.4.3',D0.020803
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-041/2008_CLADE2.3.4.3',D0.020078
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/viet_nam/tmu004/2008_CLADE2.3.4.3',D0.022988
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/viet_nam/tmu005/2008_CLADE2.3.4.3',D0.020799
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-006/2008_CLADE2.3.4.3',D0.020073
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-028/2008_CLADE2.3.4.3',D0.018614
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-185/2008_CLADE2.3.4.3',D0.022995
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-186/2008_CLADE2.3.4.3',D0.022271
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-188/2008_CLADE2.3.4.3',D0.024451
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-187/2008_CLADE2.3.4.3',D0.022998
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/ninh_binh/07-68/2007_CLADE2.3.4.3',D0.014249
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/vietnam/ut31239/2007_CLADE2.3.4.3',D0.014977
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-120/2007_CLADE2.3.4.3',D0.015706
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-47/2007_CLADE2.3.4.3',D0.014978
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/ha_nam/07-47/2007_CLADE2.3.4.3',D0.014978
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-111/2007_CLADE2.3.4.3',D0.016434
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-112/2007_CLADE2.3.4.3',D0.017159
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/nam_dinh/07-87/2007_CLADE2.3.4.3',D0.014977
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-51/2007_CLADE2.3.4.3',D0.014979
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/vietnam/ut31203a/2007_CLADE2.3.4.3',D0.017908
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-110/2007_CLADE2.3.4.3',D0.016432
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/vietnam/hn31388m1/2007_CLADE2.3.4.3',D0.020814
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-113/2007_CLADE2.3.4.3',D0.015705
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-086/2008_CLADE2.3.4.3',D0.023785
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-114/2007_CLADE2.3.4.3',D0.016431
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/son_la/07-85/2007_CLADE2.3.4.3',D0.016433
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/na72/2007_CLADE2.3.4.3',D0.02527
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/na114/2007_CLADE2.3.4.3',D0.021561
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-029/2008_CLADE2.3.4.3',D0.018625
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-a015/2008_CLADE2.3.4.3',D0.027491
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/vietnam/ut31312ii/2007_CLADE2.3.4.3',D0.018624
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/viet_nam/hn31242/2007_CLADE2.3.4.3',D0.019352
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/55/2007_CLADE2.3.4.3',D0.016433
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-98/2007_CLADE2.3.4.3',D0.017886
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-93/2007_CLADE2.3.4.3',D0.015706
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/41/2007_CLADE2.3.4.3',D0.01498
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-100/2007_CLADE2.3.4.3',D0.015708
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-61/07_CLADE2.3.4.3',D0.016434
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-76/07_CLADE2.3.4.3',D0.016435
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-60/07_CLADE2.3.4.3',D0.016436
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/vietnam/ut31412ii/2008_CLADE2.3.4.3',D0.020103
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-022/2008_CLADE2.3.4.3',D0.0179
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-94/2007_CLADE2.3.4.3',D0.015711
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-020/2008_CLADE2.3.4.3',D0.017899
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-108/2007_CLADE2.3.4.3',D0.016438
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-021/2008_CLADE2.3.4.3',D0.016438
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-138/2008_CLADE2.3.4.3',D0.02084
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/thai_ninh/07-86/2007_CLADE2.3.4.3',D0.01571
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/nam_dinh/07-55/2007_CLADE2.3.4.3',D0.017896
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-019/2008_CLADE2.3.4.3',D0.015709
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/thai_binh/07-89/2007_CLADE2.3.4.3',D0.01571
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/thai_binh/07-90/2007_CLADE2.3.4.3',D0.016435
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-116/2007_CLADE2.3.4.3',D0.015709
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-119/2007_CLADE2.3.4.3',D0.016435
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-003/2008_CLADE2.3.4.3',D0.019357
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-105/2007_CLADE2.3.4.3',D0.016437
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-033/2008_CLADE2.3.4.3',D0.021534
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-118/2007_CLADE2.3.4.3',D0.0208
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-025/2008_CLADE2.3.4.3',D0.019344
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/g12/2008_CLADE2.3.4.3',D0.023743
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-039/2008_CLADE2.3.4.3',D0.021527
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-027/2008_CLADE2.3.4.3',D0.020803
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-279/2009_CLADE2.3.4.3',D0.02667
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/50/2007_CLADE2.3.4.3',D0.016437
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/vietnam/ut31244ii/2007_CLADE2.3.4.3',D0.016435
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/vietnam/ut31244iii/2007_CLADE2.3.4.3',D0.015711
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/vietnam/hn31244/2007_CLADE2.3.4.3',D0.016435
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/nam_dinh/07-91/2007_CLADE2.3.4.3',D0.015709
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-101/2007_CLADE2.3.4.3',D0.01571
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/civet/vietnam/ncvd-004/2008_CLADE2.3.4.3',D0.01862
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/vietnam/ut31413ii/2008_CLADE2.3.4.3',D0.017896
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-002/2008_CLADE2.3.4.3',D0.020082
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-030/2008_CLADE2.3.4.3',D0.018624
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/viet_nam/tmu001/2008_CLADE2.3.4.3',D0.02081
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-140/2008_CLADE2.3.4.3',D0.018622
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-146/2008_CLADE2.3.4.3',D0.020086
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-154/2008_CLADE2.3.4.3',D0.018624
I'a/duck/hunan/5128/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-156/2008_CLADE2.3.4.3',D0.01935
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/duck/hunan/5146/2005_CLADE2.3.4',D0.002178
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/duck/hunan/5170/2005_CLADE2.3.4',D0.002171
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/duck/yunnan/2535/2006_CLADE2.3.4',D0.004748
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/goose/yunnan/2485/2006_CLADE2.3.4',D0.004748
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/goose/yunnan/4985/2006_CLADE2.3.4',D0.008033
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/duck/yunnan/4873/2006_CLADE2.3.4',D0.007306
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/goose/yunnan/3340/2006_CLADE2.3.4',D0.008378
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/duck/yunnan/3332/2006_CLADE2.3.4',D0.008378
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/goose/yunnan/1155/2006_CLADE2.3.4',D0.005455
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/duck/guangxi/4446/2005_CLADE2.3.4',D0.002193
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/vietnam/ut30850/2005_CLADE2.3.4',D0.002917
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/duck/yunnan/2273/2006_CLADE2.3.4',D0.006562
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/goose/guiyang/1461/2006_CLADE2.3.4',D0.004365
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/goose/guiyang/1147/2006_CLADE2.3.4',D0.003279
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-52/2007_CLADE2.3.4.3',D0.015469
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/duck/phu_tho/07-48/2007_CLADE2.3.4.3',D0.013237
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/duck/vietnam/52/2007_CLADE2.3.4.3',D0.013963
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/japanese_white-eye/hong_kong/737/2007_CLADE2.3.4.3',D0.009525
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/house_crow/hong_kong/1203/2007_CLADE2.3.4.3',D0.009526
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/scaly-breasted_munia/hong_kong/2572/2007_CLADE2.3.4.3',D0.010977
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/avian/hong_kong/2372/2007_CLADE2.3.4.3',D0.010251
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/chicken/viet_nam/tmu006/2008_CLADE2.3.4.3',D0.022829
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-026/2008_CLADE2.3.4.3',D0.02127
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/vietnam/ut31394ii/2008_CLADE2.3.4.3',D0.021274
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/quail/vietnam/ncvd-037/2008_CLADE2.3.4.3',D0.023458
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/guangxi/1/2008_CLADE2.3.4.3',D0.021994
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-20/2007_CLADE2.3.4.3',D0.013163
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/chicken/vietnam/18129/2009_CLADE2.3.4.3',D0.023503
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-57/07_CLADE2.3.4.3',D0.014616
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-56/07_CLADE2.3.4.3',D0.014616
I'a/duck/hunan/5191/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/48/2007_CLADE2.3.4.3',D0.014616
